study_year,poverty_families,poverty_individuals,median_income_2018,total_population,median_center_infant,median_family_infant,county_name,state_name,state_abbreviation
2018,12,15,55265,48828,166.65,147.95,Atascosa County,Texas,TX
2008,5.5,7.8,61163.9,26474,NA,NA,Austin County,Texas,TX
2009,6.3,8.3,59770.62,26567,127.2,115.08,Austin County,Texas,TX
2010,5.7,8.8,61785.08,27783,133.35,117.9,Austin County,Texas,TX
2011,7,9.3,58811.2,28150,139.5,120.73,Austin County,Texas,TX
2012,7,9.1,56474,28372,145.65,123.55,Austin County,Texas,TX
2013,7,10.1,57526.2,28573,150.7,126.7,Austin County,Texas,TX
2014,6.9,10.2,57879.18,28724,156.55,131.25,Austin County,Texas,TX
2015,8.4,11.5,56908.22,28886,150.7,127.15,Austin County,Texas,TX
2016,11.2,14.5,59515.05,29107,160.2,141.05,Austin County,Texas,TX
2017,9.4,13.4,64492.42,29292,171.8,149.5,Austin County,Texas,TX
2018,7.8,10.8,65365,29565,175.65,152.45,Austin County,Texas,TX
2008,10.48,16.97,39940.91,6386,NA,NA,Bailey County,Texas,TX
2009,10.1,17,41634.45,6360,105.35,96.68,Bailey County,Texas,TX
2010,10.3,17.3,49155,7027,108.05,97.25,Bailey County,Texas,TX
2011,11.7,19.2,46038.72,7079,110.75,97.83,Bailey County,Texas,TX
2012,4.2,11.1,45182.5,7096,113.45,98.4,Bailey County,Texas,TX
2013,6.9,13,49830.12,7121,115,101.9,Bailey County,Texas,TX
2014,16,20.9,44500.92,7084,108.25,95.05,Bailey County,Texas,TX
2015,14.8,19,39640.82,7126,112.35,97.95,Bailey County,Texas,TX
2016,15.6,19.1,42618.45,7131,122.85,110.45,Bailey County,Texas,TX
2017,18.1,22.3,44828.69,7098,127.8,114.5,Bailey County,Texas,TX
2018,9.9,14.5,46485,7092,132.8,117.8,Bailey County,Texas,TX
2008,12.86,18.8,49556.95,20019,NA,NA,Bandera County,Texas,TX
2009,13.5,15.9,51765.48,20137,127.95,117.25,Bandera County,Texas,TX
2010,14.4,18.4,51448.32,20265,133.5,120.3,Bandera County,Texas,TX
2011,11.1,17.4,51066.4,20424,139.05,123.35,Bandera County,Texas,TX
2012,9.5,16.3,52719.7,20477,144.6,126.4,Bandera County,Texas,TX
2013,8,15.3,53152.2,20533,149.4,131.45,Bandera County,Texas,TX
2014,8.8,15.1,51502.22,20642,144.15,125.95,Bandera County,Texas,TX
2015,6.7,13,52854.78,20796,152.3,131.1,Bandera County,Texas,TX
2016,10.1,16.5,58205.7,21015,150.65,134,Bandera County,Texas,TX
2017,10.6,16.5,58105.39,21316,165.65,147,Bandera County,Texas,TX
2018,11.6,15,53683,21763,166.65,147.95,Bandera County,Texas,TX
2008,8,12.3,60395.7,71970,NA,NA,Bastrop County,Texas,TX
2009,8.8,13.4,59184.45,71928,137.43,124.32,Bastrop County,Texas,TX
2010,9.8,14.1,60121.64,72289,145.9,130.3,Bastrop County,Texas,TX
2011,9.7,14.2,59227.84,73368,154.38,136.28,Bastrop County,Texas,TX
2012,10.4,14.1,57767.6,74023,162.85,142.25,Bastrop County,Texas,TX
2013,12,16.5,55890,74730,167.55,142.95,Bastrop County,Texas,TX
2014,11.4,15.9,56584.92,75708,159.55,137.05,Bastrop County,Texas,TX
2015,10.1,14.3,58110.26,76948,163.65,138.25,Bastrop County,Texas,TX
2016,10.2,13.6,58598.4,78286,181.65,160.95,Bastrop County,Texas,TX
2017,9.7,13.3,60960.55,80306,175.9,154.65,Bastrop County,Texas,TX
2018,7.4,10,62941,82577,180.9,158.55,Bastrop County,Texas,TX
2008,6.86,13.61,36439.54,3823,NA,NA,Baylor County,Texas,TX
2009,6.1,13.3,38105.73,3789,96.4,86.58,Baylor County,Texas,TX
2010,10,17.3,38812.44,3795,99.5,88.4,Baylor County,Texas,TX
2011,10.3,15.8,41618.08,3770,102.6,90.23,Baylor County,Texas,TX
2012,9.1,14.9,38156.8,3706,105.7,92.05,Baylor County,Texas,TX
2013,10.4,15.4,36120.6,3678,111.1,96.2,Baylor County,Texas,TX
2014,14.2,16.8,35000.14,3648,104.4,89.75,Baylor County,Texas,TX
2015,8.8,11.9,38555.38,3628,106.2,90.15,Baylor County,Texas,TX
2016,8.6,12.7,36101.1,3639,107.75,96.5,Baylor County,Texas,TX
2017,10,13.1,37241.71,3602,122.9,108.05,Baylor County,Texas,TX
2018,8.3,10.9,40750,3591,126.75,110.95,Baylor County,Texas,TX
2008,14.2,19.1,41525.35,32595,NA,NA,Bee County,Texas,TX
2009,15.1,20.2,41838.03,32413,108.45,98.05,Bee County,Texas,TX
2010,15.9,19,46722.48,31896,114.15,102.2,Bee County,Texas,TX
2011,17.9,20.6,43956.64,31916,119.85,106.35,Bee County,Texas,TX
2012,19.8,23,44777.7,32083,125.55,110.5,Bee County,Texas,TX
2013,17.9,22.2,47185.2,32281,136.25,118,Bee County,Texas,TX
2014,20.3,23.3,44242.28,32462,127.55,105.75,Bee County,Texas,TX
2015,19.4,21.2,44840.12,32659,129.05,104.75,Bee County,Texas,TX
2016,18.2,20.5,46205.25,32706,135.15,117.75,Bee County,Texas,TX
2017,17.2,19.7,46777.45,32729,154.3,133.95,Bee County,Texas,TX
2018,21,21.7,42032,32691,154.55,134.45,Bee County,Texas,TX
2008,10.5,13.6,56086.65,276282,NA,NA,Bell County,Texas,TX
2009,11.1,14.2,54373.41,275594,97.13,88.75,Bell County,Texas,TX
2010,11.2,14.1,56396.88,294689,100.75,91.1,Bell County,Texas,TX
2011,11.3,14.8,55401.92,302946,104.38,93.45,Bell County,Texas,TX
2012,11.5,14.6,55093.5,310155,108,95.8,Bell County,Texas,TX
2013,12,15.3,54064.8,316144,117.4,104.25,Bell County,Texas,TX
2014,11.6,14.9,54088.62,321591,110.15,96.3,Bell County,Texas,TX
2015,12.1,15.3,53583,326041,112.45,98.7,Bell County,Texas,TX
2016,11.7,14.7,54105.45,330859,110.65,100.7,Bell County,Texas,TX
2017,11.3,14.3,54160.49,336506,124.5,111.1,Bell County,Texas,TX
2018,11.1,13.9,54184,342236,132.55,116.6,Bell County,Texas,TX
2008,13,16.8,52660.8,1588136,NA,NA,Bexar County,Texas,TX
2009,13.4,17.1,53454.96,1584817,127.95,117.25,Bexar County,Texas,TX
2010,13.2,16.9,54575.68,1650052,133.5,120.3,Bexar County,Texas,TX
2011,13.2,17.1,53852.96,1686452,139.05,123.35,Bexar County,Texas,TX
2012,13.8,17.8,54055.1,1719902,144.6,126.4,Bexar County,Texas,TX
2013,13.9,17.6,54120.96,1753238,149.4,131.45,Bexar County,Texas,TX
2014,14,17.8,53919.02,1789088,144.15,125.95,Bexar County,Texas,TX
2015,13.8,17.4,54219,1825502,152.3,131.1,Bexar County,Texas,TX
2016,13.6,17.2,54970.65,1858699,150.65,134,Bexar County,Texas,TX
2017,12.9,16.4,55618.97,1892004,165.65,147,Bexar County,Texas,TX
2018,12.6,16.3,55456,1925865,166.65,147.95,Bexar County,Texas,TX
2008,7.66,11.47,56371.59,8968,NA,NA,Blanco County,Texas,TX
2009,7.6,11.5,58763.25,9037,137.43,124.32,Blanco County,Texas,TX
2010,7.4,11.7,53508.48,10085,145.9,130.3,Blanco County,Texas,TX
2011,6.3,8.1,52031.84,10267,154.38,136.28,Blanco County,Texas,TX
2012,6.6,9.3,51569.1,10425,162.85,142.25,Blanco County,Texas,TX
2013,6.2,9.3,53445.96,10562,167.55,142.95,Blanco County,Texas,TX
2014,6.1,10.1,54844.4,10625,159.55,137.05,Blanco County,Texas,TX
2015,5.3,9,58834.24,10723,163.65,138.25,Blanco County,Texas,TX
2016,5.7,9.7,59401.65,10918,181.65,160.95,Blanco County,Texas,TX
2017,6.9,10.8,60255,11089,175.9,154.65,Blanco County,Texas,TX
2018,6.9,9.5,63071,11279,180.9,158.55,Blanco County,Texas,TX
2008,4.87,6.27,60158.42,601,NA,NA,Borden County,Texas,TX
2009,4,5.3,64584,585,91.2,84.07,Borden County,Texas,TX
2010,3.7,4.3,67754.44,564,96.9,87.7,Borden County,Texas,TX
2011,0,0,66800.16,620,102.6,91.32,Borden County,Texas,TX
2012,0,0,76656.8,642,108.3,94.95,Borden County,Texas,TX
2013,1.6,0.9,77335.56,649,116.35,103.35,Borden County,Texas,TX
2014,1,1,77732.98,676,121.1,105.5,Borden County,Texas,TX
2015,0.5,1.4,78175,705,120.75,105.7,Borden County,Texas,TX
2016,1.1,2.6,81447.45,698,123.3,112.25,Borden County,Texas,TX
2017,1.7,2.8,80039.24,602,132.15,116.15,Borden County,Texas,TX
2018,0,2.6,81985,665,155.25,133.8,Borden County,Texas,TX
2008,10.59,17.14,49594.77,17663,NA,NA,Bosque County,Texas,TX
2009,10.8,17.7,51765.48,17720,97.58,88.6,Bosque County,Texas,TX
2010,10.7,16.2,52534.08,18067,102.3,91.75,Bosque County,Texas,TX
2011,10.2,15.2,50113.28,18118,107.03,94.9,Bosque County,Texas,TX
2012,9.1,13.5,49346,18114,111.75,98.05,Bosque County,Texas,TX
2013,9.7,14.7,48321.36,18094,107.6,95.25,Bosque County,Texas,TX
2014,9.8,14.3,46999.34,18052,110.95,95.25,Bosque County,Texas,TX
2015,10.6,14.5,47354.44,17971,114.1,96.45,Bosque County,Texas,TX
2016,11.1,14.8,47689.95,17953,107.3,97.05,Bosque County,Texas,TX
2017,12.3,15.6,50137.31,17955,122.4,108.45,Bosque County,Texas,TX
2018,11.7,14.5,50882,18122,122.35,108.5,Bosque County,Texas,TX
2008,14.2,16.9,47568.6,91617,NA,NA,Bowie County,Texas,TX
2009,13.9,17.7,47465.73,91841,87.5,80.62,Bowie County,Texas,TX
2010,12.7,16.8,49358,91399,92.7,83.7,Bowie County,Texas,TX
2011,14.3,18.4,48395.2,91903,97.9,86.78,Bowie County,Texas,TX
2012,15.3,18.7,46580.6,92460,103.1,89.85,Bowie County,Texas,TX
2013,15.9,19.7,45733.68,92851,107.8,94.6,Bowie County,Texas,TX
2014,16.7,19.4,45492.02,93068,101.85,88.95,Bowie County,Texas,TX
2015,16.6,19.1,45230.2,93155,103.95,89.55,Bowie County,Texas,TX
2016,16.6,19.5,44817.15,93483,106.1,96.4,Bowie County,Texas,TX
2017,14.4,17.9,47671.49,93635,119.25,106.05,Bowie County,Texas,TX
2018,13.8,17.2,47505,93858,120.5,106.75,Bowie County,Texas,TX
2008,8.1,10.3,71954.35,292613,NA,NA,Brazoria County,Texas,TX
2009,8.5,10.6,73206.9,292304,127.2,115.08,Brazoria County,Texas,TX
2010,8.2,10.6,76104.12,300522,133.35,117.9,Brazoria County,Texas,TX
2011,8.4,10.7,75060.16,307695,139.5,120.73,Brazoria County,Texas,TX
2012,8.2,10.9,74808.8,313813,145.65,123.55,Brazoria County,Texas,TX
2013,8.2,11.2,73011.24,319493,150.7,126.7,Brazoria County,Texas,TX
2014,8.3,11.2,73237.52,325477,156.55,131.25,Brazoria County,Texas,TX
2015,8.3,11.2,73933.94,331741,150.7,127.15,Brazoria County,Texas,TX
2016,7.9,10.5,75606.3,338419,160.2,141.05,Brazoria County,Texas,TX
2017,7.7,9.9,78718.78,345995,171.8,149.5,Brazoria County,Texas,TX
2018,7.2,9.2,79270,353999,175.65,152.45,Brazoria County,Texas,TX
2008,15.3,27.9,44542.95,171201,NA,NA,Brazos County,Texas,TX
2009,16.3,30.6,40584.96,171382,107.95,97.03,Brazos County,Texas,TX
2010,15.8,29.7,43961.68,185426,115.6,102.75,Brazos County,Texas,TX
2011,16.1,29.7,41620.32,189858,123.25,108.48,Brazos County,Texas,TX
2012,16,30,41401.8,194087,130.9,114.2,Brazos County,Texas,TX
2013,15.9,29.8,41374.8,197642,139.85,120,Brazos County,Texas,TX
2014,15.4,29.3,41403.6,201534,130.15,111.6,Brazos County,Texas,TX
2015,14.2,27.9,42196.48,205271,137.05,114.7,Brazos County,Texas,TX
2016,14.2,27,43736.7,209896,144.5,127.2,Brazos County,Texas,TX
2017,14.3,26,45224.21,214231,151.45,132.75,Brazos County,Texas,TX
2018,13.2,25,46839,219193,158.75,139.1,Brazos County,Texas,TX
2008,11.53,17.67,38909.1,9177,NA,NA,Brewster County,Texas,TX
2009,11.4,17.6,40528.8,9216,95.33,86.7,Brewster County,Texas,TX
2010,10.5,16.5,41526.84,8971,97.2,86.9,Brewster County,Texas,TX
2011,8.1,13.9,44368.8,9088,99.08,87.1,Brewster County,Texas,TX
2012,6.1,12.7,44094.6,9175,100.95,87.3,Brewster County,Texas,TX
2013,5,12.4,43715.16,9244,113.45,98.05,Brewster County,Texas,TX
2014,3.5,12.9,40904.34,9270,111.45,94.35,Brewster County,Texas,TX
2015,6.6,13.5,40698.7,9235,113.35,95.75,Brewster County,Texas,TX
2016,6.8,11.2,40362,9188,121,106.1,Brewster County,Texas,TX
2017,8.4,10.9,40073.18,9220,120.55,104.55,Brewster County,Texas,TX
2018,9.2,12.4,43894,9216,126.4,110.85,Brewster County,Texas,TX
2008,16.83,23.38,35655.75,1606,NA,NA,Briscoe County,Texas,TX
2009,17.5,24.3,36434.97,1583,105.9,97.28,Briscoe County,Texas,TX
2010,14.9,19.9,39667.36,1723,109.55,98.45,Briscoe County,Texas,TX
2011,17.8,22.9,38225.6,1718,113.2,99.63,Briscoe County,Texas,TX
2012,15.6,18.9,38585.8,1674,116.85,100.8,Briscoe County,Texas,TX
2013,14.7,18.6,39150,1615,123.15,108.6,Briscoe County,Texas,TX
2014,17.7,20.4,38897.76,1601,118,102.2,Briscoe County,Texas,TX
2015,13.3,18.6,40919.18,1670,124.5,107.85,Briscoe County,Texas,TX
2016,11.2,14.5,42404.25,1672,120.1,109.2,Briscoe County,Texas,TX
2017,10.1,13.9,43775,1591,137.6,116.7,Briscoe County,Texas,TX
2018,9.3,15.6,42647,1546,142.6,124.55,Briscoe County,Texas,TX
2008,29.34,35.67,22236.14,7531,NA,NA,Brooks County,Texas,TX
2009,28.4,35.1,22727.25,7475,108.45,98.05,Brooks County,Texas,TX
2010,29.7,34,23152.44,7349,114.15,102.2,Brooks County,Texas,TX
2011,32.2,39.6,22328.32,7297,119.85,106.35,Brooks County,Texas,TX
2012,32.6,38.6,23589.5,7236,125.55,110.5,Brooks County,Texas,TX
2013,33,38.3,23614.2,7225,136.25,118,Brooks County,Texas,TX
2014,34.8,36,23506.56,7200,127.55,105.75,Brooks County,Texas,TX
2015,37.2,39.6,24105.46,7221,129.05,104.75,Brooks County,Texas,TX
2016,34.6,34.7,26158.65,7217,135.15,117.75,Brooks County,Texas,TX
2017,36.7,41.5,25537.82,7251,154.3,133.95,Brooks County,Texas,TX
2018,33.9,38.9,27378,7180,154.55,134.45,Brooks County,Texas,TX
2008,11.6,16.6,48551.85,38373,NA,NA,Brown County,Texas,TX
2009,13.2,17.7,45081.27,38225,86.82,79.03,Brown County,Texas,TX
2010,12,16.2,45045.12,38199,92.25,82.25,Brown County,Texas,TX
2011,12.7,17.1,44760.8,38136,97.68,85.48,Brown County,Texas,TX
2012,12.4,17.1,44903.1,38018,103.1,88.7,Brown County,Texas,TX
2013,13.9,18.4,42958.08,37942,110.05,94.2,Brown County,Texas,TX
2014,14.1,19.2,43440.92,37903,105.15,89.6,Brown County,Texas,TX
2015,13.8,18.3,44479.72,37833,110.9,94,Brown County,Texas,TX
2016,13.4,17.7,45396.75,37935,110.25,98.1,Brown County,Texas,TX
2017,12.8,16.4,44353.86,37787,116.8,102.9,Brown County,Texas,TX
2018,11.1,14.5,45457,37834,128.25,109.65,Brown County,Texas,TX
2008,14.27,17.38,44620.26,16616,NA,NA,Burleson County,Texas,TX
2009,14.4,17.4,46240.74,16634,107.95,97.03,Burleson County,Texas,TX
2010,11.2,13.5,50094.6,17058,115.6,102.75,Burleson County,Texas,TX
2011,10.4,13.3,47800.48,17109,123.25,108.48,Burleson County,Texas,TX
2012,11.1,14.4,48373.6,17160,130.9,114.2,Burleson County,Texas,TX
2013,11.5,15,49303.08,17201,139.85,120,Burleson County,Texas,TX
2014,12,16,52504.98,17236,130.15,111.6,Burleson County,Texas,TX
2015,12.3,16.2,54930.26,17293,137.05,114.7,Burleson County,Texas,TX
2016,9.8,13.6,55138.65,17417,144.5,127.2,Burleson County,Texas,TX
2017,10.7,15.1,54085.3,17596,151.45,132.75,Burleson County,Texas,TX
2018,7.9,12.6,56235,17863,158.75,139.1,Burleson County,Texas,TX
2008,8.9,13.8,53647.5,43471,NA,NA,Burnet County,Texas,TX
2009,8.2,12.7,54361.71,43402,137.43,124.32,Burnet County,Texas,TX
2010,9,13.7,55896.92,42215,145.9,130.3,Burnet County,Texas,TX
2011,9.1,14,54085.92,42606,154.38,136.28,Burnet County,Texas,TX
2012,10.2,15.6,53951.7,42946,162.85,142.25,Burnet County,Texas,TX
2013,11.3,16.3,51964.2,43230,167.55,142.95,Burnet County,Texas,TX
2014,10.8,16.7,53754.72,43911,159.55,137.05,Burnet County,Texas,TX
2015,10.6,16,52715.92,44144,163.65,138.25,Burnet County,Texas,TX
2016,9,14.4,56971.95,44584,181.65,160.95,Burnet County,Texas,TX
2017,8.1,12.3,58888.19,45017,175.9,154.65,Burnet County,Texas,TX
2018,7.8,11,59238,45750,180.9,158.55,Burnet County,Texas,TX
2008,14.5,18.2,52413.55,36568,NA,NA,Caldwell County,Texas,TX
2009,15.6,19.4,48422.79,36895,137.43,124.32,Caldwell County,Texas,TX
2010,16,19.6,48249.04,37416,145.9,130.3,Caldwell County,Texas,TX
2011,14.5,20.7,48312.32,37795,154.38,136.28,Caldwell County,Texas,TX
2012,13.4,19.6,47732.3,38152,162.85,142.25,Caldwell County,Texas,TX
2013,12.5,18.7,47684.16,38465,167.55,142.95,Caldwell County,Texas,TX
2014,11.5,18.1,50281.1,38870,159.55,137.05,Caldwell County,Texas,TX
2015,12.7,19.3,50066.98,39347,163.65,138.25,Caldwell County,Texas,TX
2016,12.8,18.6,52009.65,39848,181.65,160.95,Caldwell County,Texas,TX
2017,12.2,17.7,52886.38,40544,175.9,154.65,Caldwell County,Texas,TX
2018,13,17.7,52278,41401,180.9,158.55,Caldwell County,Texas,TX
2008,14.9,14.7,50371.15,20313,NA,NA,Calhoun County,Texas,TX
2009,12.8,13.9,50666.85,20384,100.15,91.45,Calhoun County,Texas,TX
2010,15.7,16.3,50179.28,21120,103.75,93.25,Calhoun County,Texas,TX
2011,14.7,16.7,49764.96,21240,107.35,95.05,Calhoun County,Texas,TX
2012,15.2,17.4,49634.2,21366,110.95,96.85,Calhoun County,Texas,TX
2013,14.6,17.6,50789.16,21503,115.9,101.85,Calhoun County,Texas,TX
2014,16.1,19.7,50398.76,21569,115.1,101.85,Calhoun County,Texas,TX
2015,14.4,19.3,54142.68,21666,111.65,98,Calhoun County,Texas,TX
2016,14.4,18.1,56875.35,21805,117.85,107.35,Calhoun County,Texas,TX
2017,10,15.8,60551.64,21821,130.05,116.5,Calhoun County,Texas,TX
2018,8.6,14.1,55469,21807,134.45,118.45,Calhoun County,Texas,TX
2008,10.16,12.02,49606.27,13256,NA,NA,Callahan County,Texas,TX
2009,10.3,12,52029.9,13300,86.82,79.03,Callahan County,Texas,TX
2010,11.6,13.9,51731.36,13458,92.25,82.25,Callahan County,Texas,TX
2011,10.7,12.7,51444.96,13497,97.68,85.48,Callahan County,Texas,TX
2012,11.3,15.2,51493.2,13521,103.1,88.7,Callahan County,Texas,TX
2013,11.4,15.2,48494.16,13535,110.05,94.2,Callahan County,Texas,TX
2014,14.8,18.4,44628.12,13519,105.15,89.6,Callahan County,Texas,TX
2015,13.4,19,43439.86,13532,110.9,94,Callahan County,Texas,TX
2016,12.2,18,42596.4,13596,110.25,98.1,Callahan County,Texas,TX
2017,10.5,15.6,42173.35,13660,116.8,102.9,Callahan County,Texas,TX
2018,8.7,14.1,44602,13770,128.25,109.65,Callahan County,Texas,TX
2008,30.6,35,34718.5,385274,NA,NA,Cameron County,Texas,TX
2009,31,35.7,35139.78,383171,93.48,84.18,Cameron County,Texas,TX
2010,30,34.7,36266.24,393566,93.9,83.3,Cameron County,Texas,TX
2011,29.8,34.9,36014.72,400332,94.33,82.43,Cameron County,Texas,TX
2012,30,34.9,35813.8,405819,94.75,81.55,Cameron County,Texas,TX
2013,29.7,34.8,35833.32,410710,104.35,90.45,Cameron County,Texas,TX
2014,30,34.8,35393.4,415103,104.2,88.35,Cameron County,Texas,TX
2015,29.6,33.8,35261.96,417947,108.05,89.4,Cameron County,Texas,TX
2016,29.2,33,36306.9,418785,107.65,94.85,Cameron County,Texas,TX
2017,27.4,31.2,37177.85,420201,119.4,104.15,Cameron County,Texas,TX
2018,27,30.6,37132,421750,124.85,108.5,Cameron County,Texas,TX
2008,18.21,22.5,38626.2,12385,NA,NA,Camp County,Texas,TX
2009,18.5,22.7,39652.47,12489,94.5,86.82,Camp County,Texas,TX
2010,14.9,20.4,41793.64,12288,101,91.1,Camp County,Texas,TX
2011,14.7,18.6,41437.76,12353,107.5,95.38,Camp County,Texas,TX
2012,16.1,21.6,40144.5,12389,114,99.65,Camp County,Texas,TX
2013,16.3,21.8,40045.32,12415,119.5,105.2,Camp County,Texas,TX
2014,14.9,21.5,40443.24,12463,108.75,96.15,Camp County,Texas,TX
2015,14.7,19.7,40122.06,12516,111.7,95.95,Camp County,Texas,TX
2016,13.1,19.3,42047.25,12631,110.6,100.75,Camp County,Texas,TX
2017,12.2,17.4,43065.33,12670,124.85,111.65,Camp County,Texas,TX
2018,14.1,19.9,42604,12813,124.75,111.45,Camp County,Texas,TX
2008,4.33,8.81,59759.75,6276,NA,NA,Carson County,Texas,TX
2009,4.2,9,62507.25,6246,105.9,97.28,Carson County,Texas,TX
2010,4.3,5.7,65082.96,6284,109.55,98.45,Carson County,Texas,TX
2011,4.8,6.5,67231.36,6254,113.2,99.63,Carson County,Texas,TX
2012,4.9,7.2,66894.3,6215,116.85,100.8,Carson County,Texas,TX
2013,3.9,7.2,70228.08,6158,123.15,108.6,Carson County,Texas,TX
2014,3.9,6.6,67229.44,6108,118,102.2,Carson County,Texas,TX
2015,4.1,7.3,69984.38,6068,124.5,107.85,Carson County,Texas,TX
2016,4.4,5.9,67781.7,6027,120.1,109.2,Carson County,Texas,TX
2017,4.2,6.4,69020.3,6033,137.6,116.7,Carson County,Texas,TX
2018,5,6.3,70087,6032,142.6,124.55,Carson County,Texas,TX
2008,15.8,18.5,42692.6,29316,NA,NA,Cass County,Texas,TX
2009,14.6,18.1,42930.81,29315,87.5,80.62,Cass County,Texas,TX
2010,16.4,19.3,42177.6,30254,92.7,83.7,Cass County,Texas,TX
2011,14.3,18.9,39863.04,30284,97.9,86.78,Cass County,Texas,TX
2012,15.5,20.1,39525.2,30324,103.1,89.85,Cass County,Texas,TX
2013,16.3,20.9,38445.84,30344,107.8,94.6,Cass County,Texas,TX
2014,15.8,20.9,38522.52,30350,101.85,88.95,Cass County,Texas,TX
2015,13.7,19.8,39593.12,30328,103.95,89.55,Cass County,Texas,TX
2016,13.3,19.2,41334.3,30346,106.1,96.4,Cass County,Texas,TX
2017,13.5,18.5,42674.96,30118,119.25,106.05,Cass County,Texas,TX
2018,13.7,19.6,45345,30087,120.5,106.75,Cass County,Texas,TX
2008,14.63,21.49,39535.85,7350,NA,NA,Castro County,Texas,TX
2009,14.5,21.8,40773.33,7233,105.9,97.28,Castro County,Texas,TX
2010,16.7,23.3,40700.92,7848,109.55,98.45,Castro County,Texas,TX
2011,17.5,24.6,41320.16,7919,113.2,99.63,Castro County,Texas,TX
2012,18.6,24.3,38831.1,7984,116.85,100.8,Castro County,Texas,TX
2013,18.6,24.1,39314.16,8046,123.15,108.6,Castro County,Texas,TX
2014,13.9,19.5,42898.2,8026,118,102.2,Castro County,Texas,TX
2015,12.6,17.1,41826.54,7948,124.5,107.85,Castro County,Texas,TX
2016,12.4,16.2,44869.65,7875,120.1,109.2,Castro County,Texas,TX
2017,10.2,15.9,45982.29,7891,137.6,116.7,Castro County,Texas,TX
2018,11.1,15.7,45000,7787,142.6,124.55,Castro County,Texas,TX
2008,8,9.8,68163.95,28799,NA,NA,Chambers County,Texas,TX
2009,8.9,11,70727.67,29198,127.2,115.08,Chambers County,Texas,TX
2010,7.7,10.5,77446.24,32371,133.35,117.9,Chambers County,Texas,TX
2011,5.7,8.3,81592,33486,139.5,120.73,Chambers County,Texas,TX
2012,5.6,8.6,82720,34562,145.65,123.55,Chambers County,Texas,TX
2013,6.3,9.7,78288.12,35570,150.7,126.7,Chambers County,Texas,TX
2014,7.3,10.9,76573.34,36550,156.55,131.25,Chambers County,Texas,TX
2015,6.9,10.6,74776.64,37251,150.7,127.15,Chambers County,Texas,TX
2016,7.7,11.7,73915.8,38072,160.2,141.05,Chambers County,Texas,TX
2017,9,12.9,76599.04,39283,171.8,149.5,Chambers County,Texas,TX
2018,9.3,12.7,76850,40292,175.65,152.45,Chambers County,Texas,TX
2008,17.1,20.2,42054.35,48049,NA,NA,Cherokee County,Texas,TX
2009,17.5,21,42788.07,48041,94.5,86.82,Cherokee County,Texas,TX
2010,18.3,22.4,42880.56,50035,101,91.1,Cherokee County,Texas,TX
2011,18.4,22.3,42288.96,50427,107.5,95.38,Cherokee County,Texas,TX
2012,20,24.5,41258.8,50690,114,99.65,Cherokee County,Texas,TX
2013,19.7,24.5,41448.24,50865,119.5,105.2,Cherokee County,Texas,TX
2014,18.6,23.2,41285.94,50971,108.75,96.15,Cherokee County,Texas,TX
2015,18,22.1,41970.7,51167,111.7,95.95,Cherokee County,Texas,TX
2016,17.3,21.9,42807.45,51257,110.6,100.75,Cherokee County,Texas,TX
2017,15.2,18.7,45622.82,51594,124.85,111.65,Cherokee County,Texas,TX
2018,14.5,18.2,46044,51903,124.75,111.45,Cherokee County,Texas,TX
2008,24.01,27.11,39238.13,7548,NA,NA,Childress County,Texas,TX
2009,25.3,28.3,40895.01,7530,105.9,97.28,Childress County,Texas,TX
2010,15.4,16.2,48724.64,7115,109.55,98.45,Childress County,Texas,TX
2011,11.7,12.5,53317.6,7069,113.2,99.63,Childress County,Texas,TX
2012,14.2,14.8,48900.5,7047,116.85,100.8,Childress County,Texas,TX
2013,13.6,15.9,51334.56,7057,123.15,108.6,Childress County,Texas,TX
2014,20.2,19.7,51602.92,7066,118,102.2,Childress County,Texas,TX
2015,17.5,20.2,38830.98,7059,124.5,107.85,Childress County,Texas,TX
2016,22.3,22.8,38981.25,7059,120.1,109.2,Childress County,Texas,TX
2017,17.9,19.6,41644.96,7064,137.6,116.7,Childress County,Texas,TX
2018,12,14.6,40794,7226,142.6,124.55,Childress County,Texas,TX
2008,7.21,8.88,56848.08,11091,NA,NA,Clay County,Texas,TX
2009,7.1,8.7,59839.65,11102,96.4,86.58,Clay County,Texas,TX
2010,7.4,11.7,59021.96,10922,99.5,88.4,Clay County,Texas,TX
2011,6.5,10.4,59212.16,10839,102.6,90.23,Clay County,Texas,TX
2012,3.4,8.3,59727.8,10718,105.7,92.05,Clay County,Texas,TX
2013,5.1,10.3,58078.08,10651,111.1,96.2,Clay County,Texas,TX
2014,8.8,13.7,53026.5,10547,104.4,89.75,Clay County,Texas,TX
2015,9.9,12.1,51194.82,10479,106.2,90.15,Clay County,Texas,TX
2016,13.7,15.4,47608.05,10367,107.75,96.5,Clay County,Texas,TX
2017,13.7,15,48268.89,10369,122.9,108.05,Clay County,Texas,TX
2018,10.7,13.6,51191,10387,126.75,110.95,Clay County,Texas,TX
2008,22.91,28.87,39033.17,3152,NA,NA,Cochran County,Texas,TX
2009,23.1,29.1,40650.48,3080,105.35,96.68,Cochran County,Texas,TX
2010,18.6,24.9,43437.36,3155,108.05,97.25,Cochran County,Texas,TX
2011,13.1,16.2,45374.56,3127,110.75,97.83,Cochran County,Texas,TX
2012,13.8,15,44446.6,3087,113.45,98.4,Cochran County,Texas,TX
